SHA,ETAG,Author,Username,Additions,Deletions,Total,Date
8b0ddfd8af91f2ace894a30a6879273cc87fba64,"W/""4053e8d023ecfd075215224a82b4daca095be556efb6d3747548a7db7a4c4c06""",Robbie McMichael,robbiemcmichael,52.0,35.0,87.0,"Wed, 15 May 2019 15:42:00 GMT"
9f367d18e12a457831190b287345e2eec4f9d7df,"W/""6007a1dd08136140fdcf8a574a5fe9a4f0b8ff3f900ddf48303e3ee59a5c5af6""",Andrés Sicard-Ramírez,asr,1.0,1.0,2.0,"Sat, 11 May 2019 14:33:27 GMT"
90848831f7baef332d9d67d8bfc96662a2586676,"W/""eba7f2de5c1b651e3d50e1cf0d8ee7f8da1785f526c7381c49ba8ff0f1ebca46""",Robbie McMichael,robbiemcmichael,48.0,48.0,96.0,"Wed, 24 Apr 2019 13:43:08 GMT"
82a223c0afb989622b92056746dd2312f866f972,"W/""025fa1970a3fd1de513efc0d37c33078a27f0f95452f84eb16d28bf932f62bf5""",Robbie McMichael,robbiemcmichael,81.0,3.0,84.0,"Wed, 24 Apr 2019 13:41:31 GMT"
9fa0b011763d7abc1803c7c17ffd1a4c134905b4,"W/""14917d9809618b2311bff0643fe1c470dddffec76f55949af5c8709684417754""",Oleg Grenrus,phadej,69.0,69.0,138.0,"Fri, 12 Apr 2019 20:37:54 GMT"
b4c52584ef6d534f4abe33fd935f60af7537e0fe,"W/""cbdd207d6edd0b983ae4b5df2077295315ebab0ec181dad481100df9b7b91364""",Jan Hrcek,jhrcek,69.0,69.0,138.0,"Wed, 10 Apr 2019 13:08:18 GMT"
f12c477af9f208c2cb8e1b30af7bb81e1fcec499,"W/""f1bc842bf41bde3358bce1eeefdd9be7126d3861397b72da3b300a947ac172cd""",Oleg Grenrus,phadej,114.0,87.0,201.0,"Mon, 01 Apr 2019 09:19:34 GMT"
dcb707efba9e754eee1639415da2ada6131805c6,"W/""bcad74de61d9b23992b60972aea8f457836100a50fc1ddda27d1aa2bbbb37c75""",Oleg Grenrus,phadej,114.0,87.0,201.0,"Mon, 01 Apr 2019 07:33:03 GMT"
0c31bbd7d2ccca60171ba8be59082031e98a749d,"W/""497120efb0dc5e933ecba2d11cc7deefe5247109b87986c302802d4e061ddd78""",Oleg Grenrus,phadej,126.0,15.0,141.0,"Sun, 17 Feb 2019 21:09:37 GMT"
1180ebe78b18823317a0c0674d5e92d428ca83be,"W/""9618d5221994c18957f4c7c110c1059d0c9eb5ffdebf7bc436d7e0996aa8c3a8""",Oleg Grenrus,phadej,1.0,0.0,1.0,"Sun, 17 Feb 2019 20:13:49 GMT"
91cbb4c97948867d68ba9121af014b1f4a6d0eab,"W/""d873033e83109c707f6889e47125cc998e12e7999702f8c160e7a5952238be6b""",Thomas M. DuBuisson,TomMD,6.0,0.0,6.0,"Sun, 17 Feb 2019 20:09:26 GMT"
3e768ad95048168e9cf12e6460adbd4c11c24d03,"W/""dcd87a64d91f541d45b825a68e0a2815a47c2c5b7bcbca48f03a54ec9beccc0f""",Thomas M. DuBuisson,TomMD,65.0,14.0,79.0,"Sun, 17 Feb 2019 20:09:22 GMT"
1d1d6e0e2f1be595bd2b04f267514ef27c24fc88,"W/""8d0048be980f68720a879d85b2b9da2842594aeb1ffbacc8093fda595a16b7c6""",,,54.0,1.0,55.0,"Sun, 17 Feb 2019 19:55:41 GMT"
c2968f38e3511e2741e8aca92904d6f7f6c02f74,"W/""0f6b9bcbe072b5d3e1a8454b158a0a3ddbc4999836a3c52195303051d1d11ee7""",Oleg Grenrus,phadej,291.0,318.0,609.0,"Sun, 17 Feb 2019 19:44:08 GMT"
c0e4ad33811be82e1f72ee76116345c681703103,"W/""18598c8a940ea43e7831b805b0f282ac4c0f16ac42bf7a39081c5436c6067ba6""",Oleg Grenrus,phadej,291.0,318.0,609.0,"Sun, 17 Feb 2019 18:26:07 GMT"
824d191da01167599bf97e090788eeb3286d7a70,"W/""f59124a1eec3cdee239c8d8dd0529dc72de6d6cb573d38f0aa9313f2648911f9""",Oleg Grenrus,phadej,4.0,0.0,4.0,"Sun, 17 Feb 2019 12:28:31 GMT"
ee6efdc1b48635e0d3c39a23b4b5dd95cb4a6180,"W/""1a68a0cb3d6195f6f9003d35e51292756162db47f9b9790ee9c2e7fbd9c782f1""",Oleg Grenrus,phadej,4.0,0.0,4.0,"Sun, 10 Feb 2019 17:03:48 GMT"
979fb5a5babab0c63f2f4bdad15e055cc43095ec,"W/""79840539ab6092806d9b7e2ca9b31bed190c568954750fbeefec9452b0fd96bc""",Oleg Grenrus,phadej,145.0,100.0,245.0,"Sat, 09 Feb 2019 20:17:59 GMT"
fbfcdd61c83837e354d108bfdae4082677a65ba0,"W/""1a841e177a8bf13bc6be0dc5710324bc71707af7ddf93dd1ca030533afff7bb6""",Oleg Grenrus,phadej,145.0,100.0,245.0,"Sat, 09 Feb 2019 19:18:50 GMT"
b8f999f718a4df3636390b53443541233444ebe6,"W/""7cf3e6672291400a5ef17d6c905c9bd2239a90dc14577e69d5377f7289809378""",Oleg Grenrus,phadej,50.0,5.0,55.0,"Mon, 04 Feb 2019 21:38:32 GMT"
d6f4ea6813b595cc553bccb1c19eab34955a831e,"W/""31ee0209007a7ae20f6d646d1969fc76d54004bac598dfabd8d9c6453015152f""",Alex Mason,axman6,11.0,8.0,19.0,"Mon, 04 Feb 2019 21:37:50 GMT"
6ac12e46a5abb95cd43adf6e772e6f799adb6618,"W/""529547e5cf8ead576a9e763bbec90a9d0d778639fb915db02584b2c55bba81ff""",Oleg Grenrus,phadej,10.0,6.0,16.0,"Mon, 04 Feb 2019 21:36:42 GMT"
135199f18979df8f99f4f40e714c77832b9d2e1d,"W/""f9965540298a2ec809f99810c33e0fe2a69becc2411ed05413bd41e57c5afd79""",Oleg Grenrus,phadej,22.0,0.0,22.0,"Mon, 04 Feb 2019 21:34:16 GMT"
b6f690ebcfb68509d414269cd8e9eff5f8214a54,"W/""b15a289ed94ada0063c2d44fc6d18535d0ea1c83a61e09d7ee1ff0ea712912be""",Scott Fleischman,scott-fleischman,23.0,13.0,36.0,"Tue, 29 Jan 2019 22:37:40 GMT"
792665d30009307a30861966049876cf415ab282,"W/""e7d85446d3f943493cde76e61a8908bcc0b32a216c35163d44065d6f13966a41""",Oleg Grenrus,phadej,8.0,1.0,9.0,"Tue, 15 Jan 2019 22:23:15 GMT"
d79ceece8e7e3b7d89371550f718e8d97dbdea00,"W/""957ec6efe33816034824be055bff5917e12364bf9186d56dc5fabd42bfc850b1""",Domen Kožar,domenkozar,8.0,1.0,9.0,"Tue, 15 Jan 2019 22:00:50 GMT"
e8dda550b6de8b16c2a09e46680b9d212c515142,"W/""032e96f0f3f626baba847209c74578fbf6bea86e2cbd5efa095d23a669afcaa9""",Oleg Grenrus,phadej,15.0,12.0,27.0,"Wed, 09 Jan 2019 11:42:12 GMT"
738e08a100bd10e2a6058d7cd3f98f7e6f56965e,"W/""f377d47f4b3d901bf758076c6f1d07086f6127f609121fd2fcd3cf4f0d209d77""",Oleg Grenrus,phadej,12.0,9.0,21.0,"Wed, 09 Jan 2019 08:09:42 GMT"
a9a5e8524f9a25d19e24fe7d236a72c085e05b83,"W/""2cfc8cb2fb455b903004abb081a5926dab52cfcb52356bc13c2d48e9e7c66d53""",Oleg Grenrus,phadej,3.0,3.0,6.0,"Wed, 09 Jan 2019 07:52:23 GMT"
e76e7a34e9f5bfe42e9e38f118ea710754b6cc84,"W/""47f63dc0c5c35e355b385a1086bda9da9554310ab8bdc6968f2abeed40920ce3""",Sajid Ibne Anower,sajidanower23,7.0,5.0,12.0,"Fri, 14 Dec 2018 00:48:24 GMT"
9f229669107c0431cd8b48218d5b0aa5a30b2d59,"W/""9b1de273f74dbb02d0c284ad6c8c36fb13f797495c25a8dca29728a74588398a""",Sajid Ibne Anower,sajidanower23,3.0,3.0,6.0,"Fri, 14 Dec 2018 00:47:59 GMT"
9b9cd9f7820073fc0d6a6fc3bd7bd2d8b6a02720,"W/""80034a3a279eb67a2926101732bdcbb46f1c8fa4b2d87067fcc451018fc434ab""",Sajid Ibne Anower,sajidanower23,24.0,4.0,28.0,"Thu, 13 Dec 2018 06:45:26 GMT"
b4422b019605d6e60e5f4b612413bd0e79fc3a59,"W/""f2dd0bc2a244a68cae1b7cdc3be082fb27a362a3f35fea64211c1b1cf90cdea5""",Scott Fleischman,scott-fleischman,2.0,2.0,4.0,"Tue, 30 Oct 2018 15:19:38 GMT"
b56dd7616765dc33ef0520704bc8e149e492527d,"W/""0842aba38a5918c1fa60a79259146575644742e3a79e388cad90c93abd8f6695""",Scott Fleischman,scott-fleischman,8.0,4.0,12.0,"Tue, 30 Oct 2018 14:57:04 GMT"
b6d287e244f362768a104ddfe8cfd68c0d9c3b7a,"W/""3e05c78bbefdac880a5ed4df043f7bf7b875a775bfb9cdc67180b33b154f0ae6""",Sajid Ibne Anower,sajidanower23,1.0,1.0,2.0,"Sat, 27 Oct 2018 16:04:00 GMT"
9cf8c49a38f2171b030be4914d1c8fd9238d7759,"W/""2e38868c580fa8cdbb2b9f4c7eebca3210a73427a4305294affa7011878fcfdc""",Sajid Ibne Anower,sajidanower23,1.0,1.0,2.0,"Sat, 27 Oct 2018 15:54:31 GMT"
1f65d13686d004736aa605345f4a783d9edf437d,"W/""e2bca1d32cb2e919748649dee647664b9aa61aa75e445ff03795c37001ebc4ec""",Sajid Ibne Anower,sajidanower23,13.0,3.0,16.0,"Sat, 27 Oct 2018 15:01:38 GMT"
250e5d901d8348bcd4971bf49db27048151b693c,"W/""407f559471cdec93dc2175611d57e4fa49500632da62bb2c27feb72cc2693406""",Sajid Ibne Anower,sajidanower23,23.0,0.0,23.0,"Sat, 27 Oct 2018 14:53:35 GMT"
bd574f43a29622f661d40e76fb311c46621604b2,"W/""145a7321465dd6c451a2905b9488d0e83f786584df68120327f8dd6b2791d656""",Sajid Ibne Anower,sajidanower23,2.0,0.0,2.0,"Sat, 27 Oct 2018 14:51:51 GMT"
5f7a10a7c59415d8e8b5d821ba10c24cbf4111ef,"W/""103a2d7b113f5e7607ee36c4b26e69381d94f33d2d53809605d9555ba3b5f7ac""",Sajid Ibne Anower,sajidanower23,2.0,1.0,3.0,"Sat, 27 Oct 2018 03:30:38 GMT"
64fce2697a57b008d8d1aebf22a6fcb2bfd7fb13,"W/""da57a9d93f497d49b52e2fc6bd012de4962624f2767b604753941011bb865962""",Sajid Ibne Anower,sajidanower23,10.0,1.0,11.0,"Sat, 27 Oct 2018 03:30:05 GMT"
66eb08c837c20a35ce11b5f719d0d749a087c032,"W/""2d90bae3338f038dbbd472c84276aacc39045f0a5ca70cbae29eeb6c02286bc6""",Oleg Grenrus,phadej,37.0,1.0,38.0,"Thu, 25 Oct 2018 08:57:44 GMT"
8871b43a3300c25413c7219cffaaaf26b0d6b7c8,"W/""7f157a2fedab3906d289a6e36c7164c065a8771ca7ee6ccb93113a3160d22690""",Sajid Ibne Anower,sajidanower23,9.0,9.0,18.0,"Thu, 25 Oct 2018 06:36:11 GMT"
35bb7e2bd7898ac1c3e7e884087bd9c0ac0e5992,"W/""e38688460ef448aff726d59d58b63ff82b75788739f723c40095b0e7a7915834""",Sajid Ibne Anower,sajidanower23,2.0,1.0,3.0,"Thu, 25 Oct 2018 05:38:22 GMT"
b07c1d98f54f15cca48d6bd134d4263dbe79b763,"W/""ba2e5280f3d4e83e47e7e49c111ac5c28d9078a83b6173748832d13884b1304a""",Sajid Ibne Anower,sajidanower23,1.0,0.0,1.0,"Thu, 25 Oct 2018 05:21:29 GMT"
4200fc7675fd16d79b559984a3b670f3ee7f7033,"W/""364c182a87607f576b076d60169a93aed25b05cade4a082a190ce4cb08deb232""",Sajid Ibne Anower,sajidanower23,10.0,0.0,10.0,"Thu, 25 Oct 2018 05:07:23 GMT"
d3eff41f1a69c59dd17efa68a3b35cb2e970c1e1,"W/""0c93e8c94007f83867c0118f1ac8eb414056af9f6a359bfae76f0a11961c7756""",Sajid Ibne Anower,sajidanower23,23.0,0.0,23.0,"Thu, 25 Oct 2018 05:06:48 GMT"
2553802cc62a371072cb52f906536b562d20ec5e,"W/""ccebad2dab3613d946f6768e7353a9cbbd347170dca342c980fc4b8cb684b0ce""",Sajid Ibne Anower,sajidanower23,10.0,9.0,19.0,"Thu, 25 Oct 2018 05:05:36 GMT"
cdae698f50f9e6dc1b58d2181672294e2b11dfb3,"W/""bb8a168ab23c3f705997cf5d0544cfd5b7f1ce5f8b40b6f87108f1531a4b3c94""",Oleg Grenrus,phadej,12.0,9.0,21.0,"Wed, 26 Sep 2018 12:43:38 GMT"
5ee98e5516461a2875c6abc52f4d296c16674545,"W/""8ea549b64d09b8f41442361b7495e438234e6d09d1c3a41a7ac171d887d27ebf""",Oleg Grenrus,phadej,12.0,9.0,21.0,"Wed, 26 Sep 2018 10:24:51 GMT"
9b86cfff18c756ffecb8a7f68305cb666fc303d1,"W/""da8918f59d08d701919c85ec93f8752d2e91640fbc874bfeb54649754168f98f""",Oleg Grenrus,phadej,115.0,125.0,240.0,"Sat, 08 Sep 2018 21:27:37 GMT"
ec9380cfdb89bdf9a69af63b694dc1339d72da93,"W/""bcf6605a7036d358b7cc3dad20cabf1446f943602f82dc75326dc423ae805386""",Oleg Grenrus,phadej,5.0,8.0,13.0,"Sat, 08 Sep 2018 19:15:46 GMT"
e27ee4c742d4b11aa1233c8a9f701c7aca1646e4,"W/""1b89e2ca81f0e1f7c43fce294952d5c2beee132df4a1fb191eec54679841d6af""",Oleg Grenrus,phadej,14.0,7.0,21.0,"Sat, 08 Sep 2018 18:12:07 GMT"
2fa617cb04d6b4176113a92b161049da4f0bfc32,"W/""692dbd0b285fb5c2a6f04a871027855e48d07769ddb360877f2bcb8b5d55915f""",Oleg Grenrus,phadej,96.0,110.0,206.0,"Sat, 08 Sep 2018 18:10:59 GMT"
6ae6af79193dce8b244f6713fc7baf947fd4d809,"W/""6924fa5a3906ec68f48b4e1c9cbf7407651f18f71031be14a89af1645c9e8dea""",Oleg Grenrus,phadej,62.0,48.0,110.0,"Sat, 08 Sep 2018 17:50:35 GMT"
dc27d8151dfc510a3f1ab3eeeca4c18b4fab94ab,"W/""679154b6e4b8bd07256e615d4bb954d7533fca608c41a0fb9ddded45c0625842""",Oleg Grenrus,phadej,24.0,5.0,29.0,"Sat, 08 Sep 2018 17:49:07 GMT"
855cefecd2e4a07129586a617c7bb3717ba8cf50,"W/""27f3041812ac4d7798089834ab0dfe223e7415e94b096ff8c0ce4e10679cda69""",Mark Santolucito,santolucito,8.0,0.0,8.0,"Sat, 08 Sep 2018 17:49:07 GMT"
6fc6dc7acc8a666a1b3511567bdadc0fef921ff2,"W/""10e190420dd474fe768dbbdd4270144e34eca90873b39fb9643189c4033ecebc""",Mark Santolucito,santolucito,85.0,0.0,85.0,"Sat, 08 Sep 2018 17:49:07 GMT"
4986ca681351fc3ba9911b58a9c2eaa7d458f7e9,"W/""054d32562341c89cdd98a9981403dae413850b2930fec752045d95db426fb82d""",Oleg Grenrus,phadej,6.0,0.0,6.0,"Sat, 08 Sep 2018 17:22:19 GMT"
ed23f10a726edc3beab0d7f929ac7f9f2afeee0a,"W/""579983ea3e03f58afd8a719ff66394121ef15b327c2b9f774fab7e40d0a038f5""",Oleg Grenrus,phadej,277.0,0.0,277.0,"Sat, 08 Sep 2018 17:15:42 GMT"
3373cbf04188259bb3979210db83b6183db86905,"W/""0c7f2dd375af6794aae2971497f3305a0ecae9b52c8bad4e13e462d5a44fdcca""",Brendan Hay,brendanhay,277.0,0.0,277.0,"Tue, 24 Jul 2018 09:03:27 GMT"
445f297649e1e887d76d637014bf8df32fd64762,"W/""d13ffac0e98fa8fcb0813eba728da2eda623d86b11338544f855e2f12f58c321""",Artem Ohanjanyan,artemohanjanyan,6.0,0.0,6.0,"Mon, 09 Jul 2018 17:09:25 GMT"
0f6019611eb20faf9a46bf4959b3d6b2fafd3a78,"W/""f39e99dd25abd7b0f763d360d6b5ef2e034b424b790e1c6bd368d50ff4c34334""",Oleg Grenrus,phadej,14.0,11.0,25.0,"Tue, 12 Jun 2018 13:31:41 GMT"
8dfa3d7d930c774fc119b9bc16d60076ba843de8,"W/""9d6c0fa0e9359e6ceced28f5639bfda82a966a10c9de800966160fc124c3e5cb""",Oleg Grenrus,phadej,14.0,11.0,25.0,"Tue, 12 Jun 2018 10:36:51 GMT"
852a12faf370869a2e27f63692147bdea998a4cd,"W/""324ab187abcd89cbdb4040a8fbb759b1d6c509829bcd68c3ddbd054e2d9aef70""",Oleg Grenrus,phadej,2.0,1.0,3.0,"Sun, 08 Apr 2018 21:16:41 GMT"
c8b9ca34dca780a48179c3c84b87643a3a4aec57,"W/""0550d5e9353bed82bdbdfcdb48175c3eb8e3fed1bf3981d4b20b15a1309054f6""",Oleg Grenrus,phadej,2.0,1.0,3.0,"Sun, 08 Apr 2018 17:38:15 GMT"
24a1f0e042bd82efe8101bb77f557bbdf01a92bd,"W/""417cd8a165c41e2961d253c4137dd0373624e7ccbd4f638360fcf686b9aa9e98""",Oleg Grenrus,phadej,5.0,5.0,10.0,"Tue, 13 Mar 2018 07:25:04 GMT"
8d0f54def8a9ba1720c79ab0b7adce8273e02244,"W/""ed9c58ff66c635bcfe49301f8282835700edfdf88ac0ab936f0630ca05bdc41e""",Oleg Grenrus,phadej,5.0,5.0,10.0,"Mon, 12 Mar 2018 18:42:17 GMT"
67b4a39b389619a82f0dcb64da4419d19437d99a,"W/""a0e5f95af6956001490d43c1d4f721201e03948004bff6f0e58c2aa41f5f0350""",Oleg Grenrus,phadej,233.0,104.0,337.0,"Mon, 19 Feb 2018 16:14:29 GMT"
df2e36a5301b4f3209898024a6770165c82c3b20,"W/""2f29bcb0273050ffe3ed0ff07996fef2c8b3e29ef499b3b20793b6156b90b505""",Oleg Grenrus,phadej,35.0,31.0,66.0,"Mon, 19 Feb 2018 15:08:08 GMT"
9d0cc9122624759d43a87e21e207adf86e1841ab,"W/""4f262b39a30611ab05fa2fdfef80eada1027443bbdd4a0d5096dfac776b4cc6c""",Oleg Grenrus,phadej,36.0,14.0,50.0,"Mon, 19 Feb 2018 11:37:10 GMT"
1c973ffaa67ed1e890fe3e3da826a497c534741a,"W/""9ede19f86e9637be8622afb329adc0cc68ff214e1b36de4188a05a8c3d1bf016""",Oleg Grenrus,phadej,69.0,1.0,70.0,"Mon, 19 Feb 2018 11:36:57 GMT"
3085a784a07d54f6eb6fb212c2cae80768e08334,"W/""21cda7cf105a87f3cd4be245f8826f7bb5ace15ee6704ce33caf85d15279e45f""",Oleg Grenrus,phadej,5.0,3.0,8.0,"Mon, 19 Feb 2018 11:34:05 GMT"
405f18676b720771db7486b6e43820911bd459d8,"W/""1d0c03b5c0dcb96b749c3d8e5290b0d918beb8027e2dd42e0af50dcfa6fda7ec""",Oleg Grenrus,phadej,58.0,38.0,96.0,"Mon, 19 Feb 2018 11:14:47 GMT"
8af33743cbc4ae3bbc0a63f0f92d7a3de3e1a7ac,"W/""fbaa19bda64ee6925ec78e27ae2d1f3ec3bc51d9139df8a4420924f22f0e935b""",Oleg Grenrus,phadej,34.0,21.0,55.0,"Sun, 28 Jan 2018 13:17:04 GMT"
e4bab2ef4d2d10030a0c37c963fc8882fabad847,"W/""688ea871ab5c63cc1dd9e405eaba5dfcbc5ddc1c2d7138e1a208c387ee4037f8""",Oleg Grenrus,phadej,3.0,3.0,6.0,"Thu, 18 Jan 2018 09:47:28 GMT"
e592153e976e212f153f4836fa4139ef3927205e,"W/""9503c26bdb1c110783cae1ee4d4c41d9b531dc5958ec4db71da851595ab48ebb""",Oleg Grenrus,phadej,80.0,3.0,83.0,"Thu, 18 Jan 2018 09:47:04 GMT"
72f238c5a0bb707e98fc0a5addbbed7249b2470a,"W/""f2e9860ac3e3ea4938a3e155f59e435283076383742456ec4fb0eb53c0934302""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Thu, 18 Jan 2018 09:40:13 GMT"
fd704ca0720e2ff6da66c28073eafe4011ad7cfc,"W/""8ad0d7e33711b71249fc0538928f709c815f0b6dcdb28c40bd1a0db824791ae7""",Oleg Grenrus,phadej,117.0,0.0,117.0,"Thu, 18 Jan 2018 09:39:30 GMT"
bf59f09d3b3f61dba4784baa421a8f67b1094d1b,"W/""a7c24468a346ade9f265244be44a5a2b6c6548a606e4a4cb51b2d0c42e1e5e44""",Myron Wu,mwu,117.0,0.0,117.0,"Thu, 18 Jan 2018 08:20:17 GMT"
c0400672abaf7a5cae2dcb06b86cd93aa8a94f52,"W/""b280eca83aa7ed2aa192ceb46070e7a0810bab44069f688f23f97d654d184663""",Oleg Grenrus,phadej,36.0,2.0,38.0,"Wed, 17 Jan 2018 22:00:45 GMT"
2374f383ed7f66493413375b2850f29f7c18ab76,"W/""b9bee4330325cb4d10995e2f8bdecd7f174c969a50dd971e1795d35f05c49298""",Myron Wu,mwu,27.0,1.0,28.0,"Wed, 17 Jan 2018 06:07:43 GMT"
ddf5a0db2d304be1cbd93af91c2d5ba3992eea34,"W/""4848abd218887feda53dd35aaa90fa3f1ea253746c8ef39307cfb412f3a116cd""",Myron Wu,mwu,9.0,1.0,10.0,"Tue, 16 Jan 2018 06:57:08 GMT"
a6d421df43da2fd998cffc7eef71aed46d70e1cd,"W/""7279a2f1bad4f38f145894d85af6638d2050e247c1e15cf8458761941ec5151d""",,iphydf,1.0,1.0,2.0,"Sat, 13 Jan 2018 20:31:06 GMT"
2353807aa6290d3b15027045ebcd9fedb88517b6,"W/""33e9f6fc583290b8b7d6966b3c94a4ba394ed927ba101d592e669bfeed6fc297""",Oleg Grenrus,phadej,3.0,0.0,3.0,"Wed, 10 Jan 2018 13:11:48 GMT"
ee04b14828f8c6ef5624cf96ae4b6c29154f457c,"W/""d1465be75bd8edb580906605da8289878155b8919d126de7556ad7055b844632""",,iphydf,3.0,0.0,3.0,"Sun, 07 Jan 2018 18:49:13 GMT"
8f543cdc07876bfb7b924d3722e3dbc1df4b02ca,"W/""fce74a2b3aee83dd96d289ba41910edfa87970ea03299306d32a42a801229fc7""",Ryan Trinkle,ryantrinkle,80.0,3.0,83.0,"Sun, 31 Dec 2017 03:03:51 GMT"
3470ed93214435889ba462aadd80cfa263acace3,"W/""782304535e676bdbbffd02944148a3f269e68cc1c5df9474516da8f231e86e68""",Markus Mayer,mcmayer,3.0,3.0,6.0,"Thu, 28 Dec 2017 06:19:42 GMT"
5b6b4e8d7e44e165c3558a350c667b4c1c913c7b,"W/""f9e2c1053badbeda7a936a569d093a3956f3bd889869adc65dfdd196b4ec5d8a""",Oleg Grenrus,phadej,2.0,1.0,3.0,"Sun, 10 Dec 2017 00:03:07 GMT"
a93a495b7883a454010fb46d30e4a0003096a9de,"W/""47ace958de6657f32e3a8ec52667487b798a17fa811133f7979435d76920e43e""",Oleg Grenrus,phadej,2.0,1.0,3.0,"Sat, 09 Dec 2017 22:39:53 GMT"
d1599c6eea1163eb97113e59f72081b88002b534,"W/""53a71dbf6c33ef6652c7568f55a4936f61260b0de777c5fab021ec790135b37d""",Oleg Grenrus,phadej,15.0,1.0,16.0,"Thu, 09 Nov 2017 18:33:29 GMT"
0cb267533216bc25e4e5c1d5ecf9a7431465304c,"W/""97b9634ea9bbea84a1e2cef1d993396a56efb58903e67aa6aafbdf284922f94c""",Oleg Grenrus,phadej,15.0,1.0,16.0,"Thu, 09 Nov 2017 16:53:29 GMT"
be2f210aaa4e669a6929b2885442ba822ece1334,"W/""9ceab013be3a747792431e52e72981a2012aa9f3bfb889cc8272578fe806aad6""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Thu, 09 Nov 2017 16:52:32 GMT"
1e357e52a1c7829260d63782e403b362fa9ebfbd,"W/""50501bba9fc42687a708b138f9f4f9196a2fa0bbbce3e677d871fc806251a96c""",Oleg Grenrus,phadej,763.0,52.0,815.0,"Thu, 09 Nov 2017 16:03:51 GMT"
0858f62368f74bacb35cf9c6c9190f0cffa27ba2,"W/""481735a6ef73859e01073d6aa913b681cfe3a46a7f79a683294afca8284c179e""",Oleg Grenrus,phadej,192.0,3.0,195.0,"Thu, 09 Nov 2017 16:00:44 GMT"
b2778cc3c2ed4da36aa03c35552af3b018ab54b8,"W/""59951a556238256e2c6be9e0a62de853fc02bb16963239adab1ffd340c8f79d3""",Oleg Grenrus,phadej,0.0,18.0,18.0,"Thu, 09 Nov 2017 15:56:16 GMT"
f9b73429a194d34f287a36e72fd25f0ed799c9a4,"W/""09af3c68dd01b46e7d1f9ca80809e54351b87926af62ec2d2a16b621a4a40302""",Oleg Grenrus,phadej,48.0,48.0,96.0,"Thu, 09 Nov 2017 14:00:03 GMT"
72ac073990e5ca48a042152e3dd10c9c1359a282,"W/""4312b1f47745ef7299d5a28c38b849eefa601d94e6d2ab116ac778658d235cce""",Oleg Grenrus,phadej,48.0,48.0,96.0,"Thu, 09 Nov 2017 13:37:18 GMT"
437c6cacab9689e44842ef906a346a175a9936d7,"W/""4a709569d4181cd7f04c8c060c5a89ba0d3e39202f8f420dfdaed4769da654c6""",Oleg Grenrus,phadej,19.0,3.0,22.0,"Thu, 09 Nov 2017 12:07:08 GMT"
927d6fdced5551b6d8fa109781a009c91f9f1fb0,"W/""09754a2c3e594af1016f196620ce3b382d1104da915e60628cbc686b54db1b4b""",Oleg Grenrus,phadej,60.0,2.0,62.0,"Thu, 09 Nov 2017 12:06:46 GMT"
a00a78f512bb480683ccba381cad79ad3205b5a2,"W/""608c38f5314092c96e7647e54bb26ed9da7b94053ca09817277b3a37f1432ee4""",Oleg Grenrus,phadej,2.0,0.0,2.0,"Thu, 09 Nov 2017 12:06:30 GMT"
5bb76f2f265342ed639f8727f31bb9b2f795e1f6,"W/""81599c45fa217aae8c49f55260e7a0606b4e3c6f4169e2cf2fc031b09e09cc10""",Oleg Grenrus,phadej,2.0,0.0,2.0,"Thu, 09 Nov 2017 11:42:51 GMT"
316c66963d9afc50df4e66768abddb95162c4ad3,"W/""3e291461dce4169e6e109cb4d3153d8956ff2129d8f41121e883d5c728fcd75e""",Hong Minhee (洪 民憙),dahlia,1.0,3.0,4.0,"Wed, 01 Nov 2017 06:10:06 GMT"
ced200d496f624dc5e26d47e0fe43d625c36579b,"W/""8de02592b63ee3e96d73700f12415cb28c3b67063846af4221d7fbbfe4df4727""",TAKAHASHI Yuto,y-taka-23,60.0,2.0,62.0,"Tue, 31 Oct 2017 17:58:41 GMT"
645b280e7b2bf5fefa4ad5a361cf1c40fb7c7317,"W/""b1aa37332253af2b94bfd601819d71e6e6e7851c1d54dc2364f7e227dd28daa0""",Oleg Grenrus,phadej,30.0,1.0,31.0,"Tue, 31 Oct 2017 16:43:50 GMT"
422f3994049e08019d47669cfe1beb70a9b2fef3,"W/""d393873d06ac7a64bc303532f3ea3bd329d3530ca3cfc4a5fe24e24085e3dbd0""",TAKAHASHI Yuto,y-taka-23,30.0,1.0,31.0,"Tue, 31 Oct 2017 14:31:10 GMT"
8ce718f3eac266eb6f6294b80eaf254e17f16f6d,"W/""79a9bbab8066c21f50c0e264648231ae42614e75a2d99c957dcc76e45d361c76""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Sun, 22 Oct 2017 10:14:51 GMT"
f63172e356081238f5e990f5273b8b550ef918d4,"W/""bbb22e8ab252f6afab73b85ab1a8efe2a7f1763bdde0f1950112e09532def0cf""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Sun, 22 Oct 2017 09:35:05 GMT"
d50776cfd72ec533a2c5667b755eba06de3c075f,"W/""e6e78178a1618435490084b08c2f6a74561b38e8e592587d7f308382c2207a27""",Hong Minhee (洪 民憙),dahlia,18.0,0.0,18.0,"Thu, 12 Oct 2017 18:24:44 GMT"
