SHA,ETAG,Author,Username,Additions,Deletions,Total,Date
d7d857270ff61b717e7ca09eac4c4ec5658321bc,"W/""9fcd4099f9a5122f75370d3e8766d7d0c061812e0f9424da2fc41c6b8bcafcd0""",James Dabbs,jamesdabbs,30.0,0.0,30.0,"Sun, 08 Oct 2017 15:26:42 GMT"
e631f83f2574873c9648a25f7ecc65ae15d23bf6,"W/""fd8e3d4ad442285b3f79172bf14288968db3cdb199410126e78f5728acfb215d""",James Dabbs,jamesdabbs,55.0,6.0,61.0,"Sun, 08 Oct 2017 14:32:21 GMT"
7a7221568cf09ad332fa8a82d8a2a335386c2802,"W/""52384dc64b8de950e3caa2bc60e81cb3b8c645549ae8a73116aa8de4b085ffc0""",James Dabbs,jamesdabbs,113.0,3.0,116.0,"Sun, 08 Oct 2017 14:32:21 GMT"
2038d037e47771ee60a937f931d5a0c4f5be9908,"W/""08be7e784ff31eec1c1dad6e5cff94a38cc684aca75a54df0d4b027eb0152cca""",Todd Mohney,toddmohney,763.0,52.0,815.0,"Wed, 04 Oct 2017 11:11:11 GMT"
71f5b2ae1bb9fbb47d7540fe8c05cb12cc53e033,"W/""d8d80060567ac949a4f4a0c18c4e94470be2c9b5d671ef6519976c5b78be4526""",Oleg Grenrus,phadej,2.0,0.0,2.0,"Tue, 26 Sep 2017 08:53:21 GMT"
7eb3d840e35b4319eca6c051eb5971cc3a468ab9,"W/""3fe012a4a028464f20fe9fdf6025a2743c27c71e51d2db02af6b51e4de0a7bb4""",Oleg Grenrus,phadej,7.0,1.0,8.0,"Tue, 26 Sep 2017 08:16:45 GMT"
494b9bd8edb056af9e748176d2acff2af4eee63e,"W/""4f5c34532598b0438bef8968d577e020a943c86951b28dab30bf0f78fa1e3237""",Oleg Grenrus,phadej,7.0,0.0,7.0,"Tue, 26 Sep 2017 08:15:28 GMT"
c5461931812c839a0a69bc1afd711859595c0c31,"W/""afe693bfd344a274391fdf43e00c111fc9732bfdf39e889151be0fc3f6976b22""",Oleg Grenrus,phadej,425.0,91.0,516.0,"Tue, 26 Sep 2017 08:14:53 GMT"
1fb1c5cd2bdb9d4d2c7484a63d262eea8cfea104,"W/""e307393adbb3e6fc65ea7a36b6dcbd9f98caf6e21213c9253a2e7cfbe6a76675""",Oleg Grenrus,phadej,62.0,2.0,64.0,"Tue, 26 Sep 2017 08:07:05 GMT"
da42a06638f43c6268e5ae9ec005dd0be3a2f3cf,"W/""bb5be3b3119c6dc3dc9a1db98c6c1239b4a0a9dc5c910dc2f487ff7609f75c2e""",Oleg Grenrus,phadej,4.0,0.0,4.0,"Mon, 25 Sep 2017 16:00:18 GMT"
7755fc79a235261a34a3989a8d4435e01dfda8d2,"W/""c5b80745240ea2f5eadf80c62266dde9ed3a7b1b62d8b34a51eecb0b7ba73c99""",Oleg Grenrus,phadej,4.0,0.0,4.0,"Mon, 25 Sep 2017 13:40:32 GMT"
ee8d1b924609ed8fcae5cca92017c9fc8dd9bdb1,"W/""e36dfac4b7c777ad76283f7ce6070ef4d71f977742a3f021259f3e900554b1cb""",TAKAHASHI Yuto,y-taka-23,62.0,2.0,64.0,"Wed, 30 Aug 2017 14:06:54 GMT"
1b6db14b7910ffb0e0c54e4a3fd0b0223942875b,"W/""c17a4a1940f541bd82881d9cace9a1a5afd7aea2a93d192d453a587f8369c570""",Rob Berry,rob-b,1.0,1.0,2.0,"Tue, 01 Aug 2017 12:45:19 GMT"
d2c763e216285dc2a3105c3f2f81c9f3167ae91f,"W/""ba29ba960d9ad275833f35b2d6033fde19ed6721fc1f687917928a4960d9645a""",Rob Berry,rob-b,39.0,24.0,63.0,"Tue, 01 Aug 2017 12:45:19 GMT"
45f973934576c3b8d7bcd761e81a9f0cedcc4ab3,"W/""35e1b9a50bd5940a99c193414de8c528481d6d8ae659e7bfa80c63d4627358e5""",Rob Berry,rob-b,5.0,5.0,10.0,"Tue, 01 Aug 2017 12:45:19 GMT"
82090eeea9827e5cd8a5b043f26632967ac3abed,"W/""3de3c5fe4685b0de1d8b9f4ca9a10880692e6dd683bbd9d1afaf1ff9f7768c7f""",Rob Berry,rob-b,19.0,18.0,37.0,"Tue, 01 Aug 2017 12:45:18 GMT"
747eb42c220af37e0a7af99ba12a24504b41ed67,"W/""5b5439821de752ed43b488a839af17b91b22533a97a23800490e0f91bb0d4a78""",Rob Berry,rob-b,164.0,175.0,339.0,"Tue, 01 Aug 2017 12:45:18 GMT"
ded3b6a270ce6cab54eac4e546a35369e825d8aa,"W/""805a074d3605a71fcccfb1cebb44e161d13a2beb2367f944efc2cb25ba73369a""",Rob Berry,rob-b,77.0,77.0,154.0,"Tue, 01 Aug 2017 12:45:18 GMT"
cd064096ad4c99b5766ff5c6d6912833974f0350,"W/""0c182b4583491bfdb3722e2a7383be660206d3474cb9740df9fc3fb7af438089""",Rob Berry,rob-b,329.0,0.0,329.0,"Tue, 01 Aug 2017 12:45:18 GMT"
05eef68bc8fb625df6aaf7cc7b66aef3ad154e26,"W/""5d54e4baba764edf5e6679d16adbd21c7ab06dc3a0a54bece450a32691f28d60""",Oleg Grenrus,phadej,367.0,71.0,438.0,"Mon, 24 Jul 2017 19:05:24 GMT"
80b8e69702dcd0c8f60b1f771ba1b86dbd1f8193,"W/""22890530c41c0d4b2fe82aa6875b7352688e7543a57ff89c5244c86813109f69""",Scott Fleischman,scott-fleischman,61.0,2.0,63.0,"Mon, 24 Jul 2017 18:29:22 GMT"
8a851fe960eea3304c6ea042ccf3005cba47a2e4,"W/""4732d3d1bf1091b4c14491a9c5615970a2bd00e988e29f89a4004e4c564236de""",Scott Fleischman,scott-fleischman,48.0,22.0,70.0,"Mon, 24 Jul 2017 17:31:16 GMT"
779315b3d24968be9c766768523729f45da4cdda,"W/""f8aff36007ba4e3431f0ea3e38c80ed1016f8f1e2240b05350cc45a1dda0a8ac""",Scott Fleischman,scott-fleischman,33.0,53.0,86.0,"Mon, 24 Jul 2017 16:36:25 GMT"
330739da9d2b6eef7eb671272a146090afeeb91a,"W/""7822b849851b01cd65bc19dc68859f851e864d3bea6b281d5a26150979101938""",Scott Fleischman,scott-fleischman,17.0,12.0,29.0,"Mon, 24 Jul 2017 16:36:25 GMT"
bf73c80cccfd220f6888b201b4a290a7a02e2d54,"W/""86b478fd83e0f780b0505a1c38c0ad09d3ebd68073367ebeb10d4a11a25d5d70""",Scott Fleischman,scott-fleischman,16.0,5.0,21.0,"Mon, 24 Jul 2017 16:36:25 GMT"
1cae1e2ac6e63c0eec3e5df53432c650a9e12c9f,"W/""6b05a02428228e492a2e0787a79b7ff7002db595b524414742d64755d24af543""",Scott Fleischman,scott-fleischman,20.0,4.0,24.0,"Mon, 24 Jul 2017 16:36:25 GMT"
00c5f30c56fd382460e9e77c49823e5768f016a7,"W/""2b1a7f2692d924b41fae078816624f636ad35e5cf72938469a5b064821bdb2fe""",Scott Fleischman,scott-fleischman,3.0,1.0,4.0,"Mon, 24 Jul 2017 16:36:25 GMT"
fab9d74360f8d73ffc96c78b063d2748d61bd10b,"W/""0abb69a4a6034c2cfd6b4467ef708a15d4774a8ff2544b15fce008adcfd3e9ec""",Scott Fleischman,scott-fleischman,188.0,2.0,190.0,"Mon, 24 Jul 2017 16:36:25 GMT"
be96fe66a4cfcc3f3318280ae169a86bd1d48da1,"W/""4fdf86a817581061c30f3cb7dbb3fd0e5651cc76487b0c0bda32cf7387a79792""",Scott Fleischman,scott-fleischman,60.0,49.0,109.0,"Mon, 24 Jul 2017 16:36:25 GMT"
c4f867ebe2e600176fc3170021e419340ee2cfc6,"W/""1a263e38b0fb77a4b780a6dd1f43ae1685ade22c957e1c14e14beeaa685912cf""",Oleg Grenrus,phadej,3.0,0.0,3.0,"Mon, 24 Jul 2017 15:00:24 GMT"
c60019c213d5c44e74f71d1c26f61dbfe68e6db0,"W/""3e206870c2ed188e1f86d425aff4e4368a8c8bbf1b760843ae903aeced6b1be6""",Oleg Grenrus,phadej,8.0,0.0,8.0,"Sat, 15 Jul 2017 12:27:32 GMT"
0c3be03a612e6941a745a367256cf476e428edcc,"W/""f9525938157b24f5f894f5960d0fae809231a42771721880e1a0d0d8145f9f23""",Erik de Castro Lopo,erikd,8.0,0.0,8.0,"Fri, 14 Jul 2017 22:18:44 GMT"
873f1a0cdca2a1b7f92585dc30735b184ffe5561,"W/""d6cfb5af11646ccc0f530c620c2bc81757636f4f91c88cd6659e38882f79a947""",Oleg Grenrus,phadej,262.0,1.0,263.0,"Sun, 02 Jul 2017 09:49:20 GMT"
b593ddb5ab177e9fd2d4ccad1958c04de14993dd,"W/""6b7b2aeb360db6c30c92b8dda859248f58bcc749af3bc9d97e37c68a7b97328f""",Kranium Gikos,womfoo,262.0,1.0,263.0,"Thu, 29 Jun 2017 12:25:56 GMT"
cb267824d91fd132e38a709b6211e3e1105ba2e3,"W/""7513ba4bb601634c3f0cc578668a52b8812c912df9901860c9375f6c713dc030""",Oleg Grenrus,phadej,108.0,534.0,642.0,"Thu, 29 Jun 2017 12:00:44 GMT"
f837951a48dee4b98af09084ba1f72e05248c686,"W/""34473917df7940fa0fa2088eb7960281d388e0899f44c6ec004f561f561ffe2e""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Wed, 28 Jun 2017 20:54:03 GMT"
4e745b32fd27d157a880e7d2c073201bd78f6658,"W/""526133f27469647bf9e1dbc97759125ee156f4ba5da5fc3f1d2bf1429388a278""",Oleg Grenrus,phadej,20.0,0.0,20.0,"Wed, 28 Jun 2017 18:11:38 GMT"
5a2785c2c51a941d57a8e067cfa8c5cff61bc3d1,"W/""a5c0b42d8c3e62c9e72c96bcc9f73ce0cce32b2a11b59cdd2206b2e6f76852f0""",Oleg Grenrus,phadej,0.0,196.0,196.0,"Wed, 28 Jun 2017 10:00:11 GMT"
4b2c2b556636e792a84579f4c8ae6fb1a33fffa2,"W/""eca5abc44e50da7265439d37cca829fa8da5c229c1231e22c5c32e2c80b23d49""",Oleg Grenrus,phadej,88.0,338.0,426.0,"Sat, 03 Jun 2017 22:50:51 GMT"
62bf2b0254480d5e2d69e2fb00a06656305c9b5a,"W/""c6fbc28237eb12cbb83f5f9eba4591815b02ee5c34fac554906a0cd97c2be0f4""",Oleg Grenrus,phadej,45.0,1.0,46.0,"Wed, 10 May 2017 05:30:30 GMT"
1796b736b7135326ef6fd6cc67a2c2aed45e729f,"W/""1c07f2bd01903498aa83c60126c1a9a9b3c6150b02e904ae699c3e2c96bff703""",Ninjatrappeur,NinjaTrappeur,45.0,1.0,46.0,"Tue, 25 Apr 2017 15:34:17 GMT"
0b344bde72981d4981c1d9e6b7573864ea69fdd4,"W/""aa8a3087660036d0dff56147e3d6784aba1b942ba5cbcd319888f2f3e2984d51""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Mon, 17 Apr 2017 14:10:25 GMT"
e82c6070beb687078f17222e2722ddfb5f79cd4b,"W/""6f1c2f1c107658bdd632cc5afb5ff197d290d0270985a373f35c0ba71860f8b8""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Mon, 17 Apr 2017 11:45:39 GMT"
9fa441936f35114ff96b23916595ace725a03231,"W/""8509715a7a33b4a260f346ca161915d18edc7db367c2c222a47b9728fbaa20eb""",Oleg Grenrus,phadej,4.0,1.0,5.0,"Thu, 06 Apr 2017 18:26:34 GMT"
37a610a93a3f6261ea4de3a827abfb751574cb9c,"W/""c97ed5a0da34ddcd1afe0b15729b13290f3a79ceb171d5f67af9f0b2cb07167f""",,iphydf,4.0,1.0,5.0,"Sat, 25 Mar 2017 15:53:27 GMT"
1ee5dc9cbfc1ae31c61ca0c92323fd55621e5ebf,"W/""ce86427547b2e17b75b4ea6e9299b4517b19657eae11fb4d220c25dbd569af47""",Oleg Grenrus,phadej,8.0,0.0,8.0,"Thu, 16 Mar 2017 17:55:13 GMT"
3d3e3c1d7b80d11154bcba7c64e89e118be2e368,"W/""df73e729c089a6118f5dacd2688098529bdb8bbb2f8592af3d96acfb6fa9e044""",Joey Hess,joeyh,8.0,0.0,8.0,"Thu, 23 Feb 2017 16:12:31 GMT"
0765f4a455677452c93a0f581d05a5d89ccd939d,"W/""28c6e3c2da27340e0d42574e226eedde69e677dd6145ee23f5b42f2b83489f14""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Fri, 10 Feb 2017 12:04:38 GMT"
bb5b62363ebbf9baa36373f42f4e2a51e7862e2f,"W/""c73cb0aa5240212539020358c5cd81967698370f0b9d72ad77b626b4a15aace0""",MATSUBARA Nobutada,matsubara0507,1.0,1.0,2.0,"Fri, 10 Feb 2017 07:49:50 GMT"
4e1206c92efd213d0dd1291fe2cfb85351b69655,"W/""4d0956605b14e344998c62a60da2c8e21fac595b9d283f262f0f8b157ea4da5e""",Oleg Grenrus,phadej,19.0,3.0,22.0,"Wed, 25 Jan 2017 09:25:37 GMT"
2a3bf846b7429eb14f2055a76d54cde9392d5079,"W/""566025ad212d039018be6d01fc653ca701154ca46b82e62437ac4f6742ae8a93""",Abhinav Gupta,abhinav,19.0,3.0,22.0,"Wed, 25 Jan 2017 08:04:41 GMT"
0cdb50bbb73303d62ed0463281c39edc66a296c9,"W/""e965a2f868edce48af773d3a74bb7fdf69de8c9bb4ec12353505753fd8278e71""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Mon, 09 Jan 2017 12:53:11 GMT"
8065c1da2507d5ca62a04dafe2f05987f288e6f8,"W/""c39bc49fe89589bc4dc6294cb45171155fa3375f9ed79841fc7012afa59c7158""",Oleg Grenrus,phadej,1.0,0.0,1.0,"Mon, 09 Jan 2017 12:52:33 GMT"
19c745c60d32d1b21af0666bd0f806c7e86bdb17,"W/""d7de36f93087a2abe8a0f7b40f9672b93600e79cfef6c0b9111d5c1827b417ff""",Oleg Grenrus,phadej,2.0,2.0,4.0,"Mon, 09 Jan 2017 12:51:32 GMT"
43e765e2cb49e2efeb00dca5ad2366abfedf892a,"W/""6f2b7c9eb06f977184afaf1202ea19306ac9d258a2c5bb932d36e04a0ca82267""",Oleg Grenrus,phadej,2.0,2.0,4.0,"Mon, 09 Jan 2017 09:32:17 GMT"
a81266bce4a7644c214ce40afd9c61e5a8324480,"W/""3e138ddbaf6752a9f08eb33dec0a08428de81a4a7ad6bd49d5684e2ff7ddd258""",Oleg Grenrus,phadej,1.0,0.0,1.0,"Mon, 02 Jan 2017 05:31:17 GMT"
2f0c1eaddc54280f3bbd96830438def560915bc4,"W/""ad3f735be5b5c3e2e8e864c75db91f10d20cfcc44739a0a94a37a3668ab0e0cd""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Mon, 02 Jan 2017 05:30:29 GMT"
8d0e12481b79ed8d043b5d109525974f7f2fdd79,"W/""359d360b35897223ae1f4e23f97152099d0546966233241f669d7852a0c4029f""",Oleg Grenrus,phadej,1.0,1.0,2.0,"Sun, 01 Jan 2017 21:08:26 GMT"
b0e558cb1c504b8f4488e1673b3cf8c5b0334a0b,"W/""a66e4fa925e11fb22822147d4f9e995a008dbfbd9b18ce39322bd942b85b42d9""",Oleg Grenrus,phadej,24.0,14.0,38.0,"Fri, 04 Nov 2016 16:07:58 GMT"
39dc3780a631459adbaf0d03beab6eef7f0089de,"W/""464174466f9181d2717f12a338760e1e18af5f3d0fa71746bae7d6ca8f8d0dd4""",Oleg Grenrus,phadej,6.0,0.0,6.0,"Fri, 04 Nov 2016 15:40:44 GMT"
543e947ca07db114569508cc92afe6921740745b,"W/""da60065b0aa2047f43227c62fd6af44c61d7e1ab5eade8d970c537d45aa8cf72""",Oleg Grenrus,phadej,141.0,147.0,288.0,"Fri, 04 Nov 2016 15:40:39 GMT"
08cc0f0872cdd3238fc33b5f14ad178e2ed530b3,"W/""4160859eb4ed0997e3a934cba0eacda3aebcbc552c1cc283adcabd706808f472""",Oleg Grenrus,phadej,100.0,101.0,201.0,"Fri, 04 Nov 2016 15:09:17 GMT"
9f35fdc3015c2dffbeb2fa2db981a6d84a85293f,"W/""8541d132673bc6fdfec2419b5880ff6d72e92231255fae8e14a900fa021299ce""",Oleg Grenrus,phadej,103.0,26.0,129.0,"Fri, 04 Nov 2016 15:05:02 GMT"
f8851bfed62e1f16f9b030d93dc3a62e77502b5f,"W/""0e12b25f0f33786f69a7a22171768b2d92c5865177e11d8c4dd49de3b88b2ad1""",Oleg Grenrus,phadej,103.0,26.0,129.0,"Fri, 04 Nov 2016 15:04:55 GMT"
9c7b59b43d8aefef465e3c5abce7e642ad8ee4aa,"W/""026723babf793159f6a99b119e18d9adc5217eb7d34f36ecae373e663fbff06f""",Oleg Grenrus,phadej,8.0,2.0,10.0,"Fri, 04 Nov 2016 15:03:30 GMT"
1a4afade306a466a22bff699b80757364aacfb39,"W/""823d78391c600eba16794393e32fc80785d0b6e03b7137e027508e46200ca963""",Gregory Mullen,GrayHatter,4.0,1.0,5.0,"Fri, 04 Nov 2016 13:10:21 GMT"
2299cebb0cf812bd3ddef5c69373bdd5f38741d2,"W/""aab9d51fa6a3474cbc3669dc851e19314effe190d3c46b85f02cf89c7b32399a""",Gregory Mullen,GrayHatter,4.0,1.0,5.0,"Fri, 04 Nov 2016 13:10:14 GMT"
435c8faaa4626b8d0677eeea751b32f56194ef88,"W/""9ddb6e3042798a111af07fafc9d0b477157b0b64278619752f027322e7d27420""",Oleg Grenrus,phadej,61.0,1.0,62.0,"Fri, 04 Nov 2016 13:08:52 GMT"
fe72a45aaeebe7362f70d2033ae18168e8111fc9,"W/""81e909f2b5f4e3597ff0c96b384994f390bf1547cd2a49fc8756e50fe6fd1067""",Oleg Grenrus,phadej,28.0,9.0,37.0,"Fri, 04 Nov 2016 13:08:42 GMT"
04e1cf8c3891dd161be65aec1e22bf3b019da649,"W/""434834c0ee02d28e2c90784b161664e020e64b8cc7c27095594660cecd61007d""",Oleg Grenrus,phadej,28.0,9.0,37.0,"Fri, 04 Nov 2016 12:42:03 GMT"
bf5b6d9a90f6a7fbff47e4e1a9935cb6179898df,"W/""7e40e2003014ee65357ca9f9450bba89373192d9d79fc608ca65561dc87dfdc4""",,,61.0,1.0,62.0,"Thu, 06 Oct 2016 22:43:20 GMT"
d47f3165d62feab85e85cc271d519cf87d1d3b78,"W/""e534996d103c54c567518badb36e58950e2a5a409115d7f072fe6cb425b13094""",Oleg Grenrus,phadej,34.0,6.0,40.0,"Mon, 26 Sep 2016 09:18:48 GMT"
fe50307599377259aac71f187801b3f97a89d827,"W/""f65aae9a1b2022c8ebfae9db1676706cc99b5c11fff61c743b53bb4d2986733c""",,iphydf,33.0,7.0,40.0,"Sun, 25 Sep 2016 21:01:35 GMT"
5342a265fab7afa81470461558d8c20bc3cc1593,"W/""328803bfb32f567b4b19a930cfe08cf37e9604c754854498c6923aad406d50ef""",,iphydf,3.0,1.0,4.0,"Sun, 25 Sep 2016 03:07:59 GMT"
dd149a469cad0fb4ecbb75a76efc633d92870a0c,"W/""93b5968873e34c25f0a36e1a7ce10b9b67fb1eec19fcb68167669ee796df4a9a""",Oleg Grenrus,phadej,3.0,3.0,6.0,"Thu, 15 Sep 2016 09:35:40 GMT"
70283feaa02644869b91b3153ab33ace3651c4c9,"W/""f6614feecedb1fb7f870f22e9ac888d58163c7d36f7cec22262d1a9ddd82cd35""",Oleg Grenrus,phadej,4.0,2.0,6.0,"Wed, 14 Sep 2016 10:48:45 GMT"
37f312664922fa50cda0bd980a6eed9504779ff3,"W/""94d484ac0fd27fbc05c8e9009738f5e547065c23ffef86c6563f6e517c3416b0""",Oleg Grenrus,phadej,453.0,358.0,811.0,"Wed, 14 Sep 2016 10:46:01 GMT"
c479f07c9ffe903e5d8a5a8f89b1d5e59f3944cd,"W/""02189790c1e293cfcec589a4b4151b9e71ce9d5e48e20a1d1496caeaa3087106""",Oleg Grenrus,phadej,2.0,2.0,4.0,"Wed, 14 Sep 2016 09:46:22 GMT"
1ce5abba8c01c7a08cabdce30800fda273868895,"W/""9e318b155d0a2cf3dc0284a32766cb5f1c5dd28da511c38bbe838db405b4e48d""",Oleg Grenrus,phadej,380.0,311.0,691.0,"Wed, 14 Sep 2016 08:53:08 GMT"
5965743dcb3bb38219d11076cf7c85c8d0ac0e7b,"W/""8b81a0f2bd8e9a6d6c1cea63fdeba643549d0b0e4580e58fd6c3a6c38bc5e75a""",Oleg Grenrus,phadej,76.0,50.0,126.0,"Tue, 13 Sep 2016 17:50:42 GMT"
2a0a47d273f69543690128d006ce77ad6a3a8e24,"W/""01fe7d00cb7e4e34f532f3a6fc5a1443b710df00601ce1aacdd06deb75c5d0d6""",Oleg Grenrus,phadej,654.0,590.0,1244.0,"Tue, 13 Sep 2016 17:34:32 GMT"
535fa7eccb5de828e6168037537298593b97927c,"W/""5711c0da136a67ef78c6aac329e487f7fea246e8fcd7fc902af443158c988aee""",Oleg Grenrus,phadej,459.0,411.0,870.0,"Tue, 13 Sep 2016 16:02:37 GMT"
b933c950c46f4a2c4c2bfb8df4f4ed6a2ceae946,"W/""13e1d1cfdcc6a68207bc0c00f99b61c1fa3a0272b214dd62f5fca5f91193b388""",Oleg Grenrus,phadej,200.0,184.0,384.0,"Tue, 13 Sep 2016 13:42:21 GMT"
d064fac6f53106a342714164a93ae6deeb493da8,"W/""487613eab38ecd06c98ab429fb0906c1860340e82d6f2114c0fb62470c40d500""",Oleg Grenrus,phadej,730.0,302.0,1032.0,"Tue, 13 Sep 2016 13:41:43 GMT"
98347144be925de18751c5656226cb847e5be3df,"W/""db38a608593e2fd8a1c80fdb9121233bf534e1b08357b16ec2f9cb382d81f817""",Oleg Grenrus,phadej,730.0,302.0,1032.0,"Tue, 13 Sep 2016 12:50:12 GMT"
40f6c1885cf481f666cde3094e1f9c5318064bc5,"W/""3c27a01f3da1990949b8252570f00608f1b48f2c0964d039bce858843bf03da9""",Oleg Grenrus,phadej,67.0,36.0,103.0,"Tue, 13 Sep 2016 11:19:25 GMT"
30b679d26d36714af5ee760dd5e62409cb909784,"W/""7ebe79e59e9e75fc204be1ace44ebf51976f00608cecf7149080b8ab5097ab8e""",Oleg Grenrus,phadej,67.0,36.0,103.0,"Tue, 13 Sep 2016 09:33:37 GMT"
41f985d575393379954b76977c794d68de9dc6dd,"W/""4e6ac25bd64e235ea4f6d8ff74a6a59df48e11b5eae0524546b8fb121c52d920""",Oleg Grenrus,phadej,223.0,178.0,401.0,"Mon, 12 Sep 2016 12:17:51 GMT"
27901e44f6d7a2093ed7acbf19af1b2b55570d3b,"W/""ae98b0dc56f41c9d513115d86286a1af5b397b5fc341b94b5189eebf6ef022ec""",Oleg Grenrus,phadej,223.0,178.0,401.0,"Mon, 12 Sep 2016 11:18:07 GMT"
b5943ad75de45fec4915a2a3c65e71e9a9401e2c,"W/""809bf3c8900ed501e636cf08fe2d57593004ebdd3f85ad140b1ae814c232fe7c""",Oleg Grenrus,phadej,3.0,0.0,3.0,"Mon, 12 Sep 2016 10:23:22 GMT"
11d3f60687a4cd5952858fd608a0fdbb446cdcc4,"W/""86b9d2319aff0b8780c957e5983499e1aeb33d4520cdbbdb45dbef5f1d14e4c0""",Oleg Grenrus,phadej,10.0,1.0,11.0,"Mon, 12 Sep 2016 10:22:49 GMT"
abcfc2a608d2c30ce6f5eac47d348cee97c41a0b,"W/""554ec5e5e8787cd205930dcf84c334ac82baea64b3dbc13e742331998e80582d""",Jacob Thomas Errington,tsani,10.0,1.0,11.0,"Sun, 11 Sep 2016 19:51:38 GMT"
833cf0ff74cf01b9573d2d4e770c4dd60debdb4f,"W/""fb8caeb8fe662412aaa3b6c75df42f61881598753f8d969ba4a061e6811efb0d""",Jacob Thomas Errington,tsani,3.0,0.0,3.0,"Sun, 11 Sep 2016 19:37:06 GMT"
31825a85fafee23a2776d9a67a777870fac59070,"W/""da1f8fb5b55c0d0da50aead43b1fcc97abc60f13bf66a9eac7c67f4b18a43b7d""",Oleg Grenrus,phadej,360.0,75.0,435.0,"Tue, 23 Aug 2016 10:58:15 GMT"
3c23ebbc3c871866299a102f019f33538ae82ec5,"W/""8aaa769686a52338cfafbcb814990ba5076bc27406504b69c516d8c2634aaf33""",Todd Mohney,toddmohney,167.0,0.0,167.0,"Fri, 12 Aug 2016 21:14:29 GMT"
85b9970c3523350d49805fe917b41fffa50b5dc7,"W/""5be3c9fbc24bddc0441c854c82242d2f7bf2184c6cf0595bec0f1d79ae4fb539""",Todd Mohney,toddmohney,136.0,83.0,219.0,"Fri, 12 Aug 2016 20:49:51 GMT"
12825903777cf65524d4f150f29c3fd22db86a48,"W/""06b2d1aafa4b30156ebc2de14f81491808e9804183a1084da3238154eca1c018""",Todd Mohney,toddmohney,65.0,0.0,65.0,"Fri, 12 Aug 2016 19:50:06 GMT"
9346f526e87d9d3811285f0d01c84a5905c17b8a,"W/""ccc491ba09d895a5372655eabde07acd41f9092c11e1e418605d36d883cdcfbe""",Oleg Grenrus,phadej,25.0,23.0,48.0,"Tue, 24 May 2016 11:42:45 GMT"
1a71bd8c7da0c0088311597ea738a7fc387ab3cc,"W/""79a092f597ca10c980f859ae540074076afbb02e62a1d8b7fec6607b1f7e3af4""",Oleg Grenrus,phadej,3.0,3.0,6.0,"Tue, 24 May 2016 09:33:01 GMT"
d2f53c4eeaa70b85bc246e0fa31ebd663577fa09,"W/""909ba01d289e818ac60bf7b8052e371f64a098ae0e0fb85ce562ef40ff6ec3f9""",Oleg Grenrus,phadej,22.0,20.0,42.0,"Tue, 24 May 2016 09:33:01 GMT"
de9553e995fda099a5f8fea2cf6c46f3c9834715,"W/""9de88c52eeb227f6009c5782695cab8fe81507f4d6890afbfad34943e3b09fa2""",Oleg Grenrus,phadej,99.0,99.0,198.0,"Tue, 24 May 2016 09:32:21 GMT"
802dd5491bdd2f564f9fedcdb8cb75c881c28dc0,"W/""5888a2843fdb8fb9d252ad5b5df02d72b550a3ddc1d6698e8a6bd41d4986f4b2""",Oleg Grenrus,phadej,99.0,99.0,198.0,"Tue, 24 May 2016 06:26:49 GMT"
3c28e7b43fbe28aed190506f5da4b7d39eda432a,"W/""721aabe7b9ff770ce971a462c7acaafcaf7ec7f23ab82dfa1174a5f84ecf0e23""",Oleg Grenrus,phadej,282.0,482.0,764.0,"Tue, 24 May 2016 05:34:48 GMT"
5f2871b18e7f786e0abffd227ab4980dc7f51dfa,"W/""c9be59df8487e5de0662808ee82b7af9ff8527ea653a894ae4713fa162a390bc""",Oleg Grenrus,phadej,153.0,385.0,538.0,"Mon, 23 May 2016 18:52:59 GMT"
0e0f5d0ae1129e8d5d0af9e2371eedcb85ff10ad,"W/""f279937d9f2c41156bd7b112340554b212bb4600191b2e847e0c3155db23adfe""",Oleg Grenrus,phadej,129.0,97.0,226.0,"Mon, 23 May 2016 18:51:58 GMT"
718c8dc50a16dc3afeb669b61d6174096787736e,"W/""7752c2df4f0e9f8edae3c4a6dd0092500b05c9f392c7830af07a99ef2b29a1e1""",Oleg Grenrus,phadej,30.0,11.0,41.0,"Mon, 23 May 2016 18:51:19 GMT"
13cfa732e7060570531839d2bd13c111fd4a1ff8,"W/""d15566b73a7ef27f85dbd8b73f448b125b2147fa1833c430ba0aebf99317fe0a""",Oleg Grenrus,phadej,30.0,11.0,41.0,"Mon, 23 May 2016 17:16:40 GMT"
f313b7f9fe55cdad8639ee5c22c309192b19834c,"W/""3f9461d56824930c71d1aefeaa81539643198139d6d2bc8fbd5b1431b1fffae5""",Oleg Grenrus,phadej,36.0,31.0,67.0,"Mon, 23 May 2016 07:47:35 GMT"
8294eab6d6a4eda907219a979630050b9e6d227b,"W/""c27531d623a7bdfeded221357061f60d2b119abcfdc0e23ca6a5f08561475fe6""",Oleg Grenrus,phadej,36.0,31.0,67.0,"Mon, 23 May 2016 06:22:52 GMT"
